geografia_key,ubigeo,dominio_cod,dominio,estrato_cod,estrato,latitud,longitud,altitud
805,140205,1,Costa Norte,7,Área de Empadronamiento Rural compuesto,-6.522355,-79.80548,60.0
806,140312,1,Costa Norte,7,Área de Empadronamiento Rural compuesto,-6.490346667,-79.86761,47.0
807,140312,1,Costa Norte,7,Área de Empadronamiento Rural compuesto,-6.496796667,-79.873331667,51.0
808,140204,1,Costa Norte,8,Área de Empadronamiento Rural simple,-6.694,-79.675301667,88.0
809,140204,1,Costa Norte,8,Área de Empadronamiento Rural simple,-6.686333333,-79.68823,85.0
810,150108,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.187866376,-77.010560632,23.5556950839
811,150128,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.037583905,-77.032325034,148.321291379
812,150106,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.817511859,-77.078773995,360.686910003
813,150107,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.990012238,-76.796646472,695.301131115
814,150137,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.042782447,-76.978119172,248.756997105
815,150134,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.073943957,-77.000149056,183.456193226
816,150142,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.216838036,-76.950759287,104.069407925
817,150132,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.955211495,-76.996275668,324.884792838
818,150111,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.038909035,-77.002338466,202.820255888
819,150123,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.099080103,-76.880342299,408.639731776
820,150140,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.12926696,-76.977105845,125.73228434
821,150132,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.958351112,-76.984293639,314.660140364
822,150142,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.239707903,-76.913361838,97.40639383
823,150121,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.084668748,-77.064999574,79.3989404106
824,150128,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.032941913,-77.031409608,146.425421708
825,150137,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.031328048,-76.947022359,305.885856351
826,150128,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.017535418,-77.024914328,208.440598812
827,150101,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.053968306,-77.076729915,83.3130035244
828,150117,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.98404257,-77.077706224,53.8814224864
829,150118,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.976745001,-76.911592334,510.827005717
830,150136,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.072704785,-77.093132992,52.1605668833
831,150106,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.875788886,-77.023737611,217.716317397
832,150118,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.990763277,-76.853309414,591.640580788
833,150142,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.188774483,-76.945525301,132.41463177
834,150135,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.973340491,-77.10906914,42.8312013672
835,150101,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.076746653,-77.032536468,128.552986839
836,150132,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.009181274,-77.005113742,212.692913771
837,150143,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.132535181,-76.942868781,356.039252721
838,150135,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.958145222,-77.107417842,49.3784077865
839,150105,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.061042732,-77.046721538,127.189373592
840,150105,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.053262017,-77.052977221,120.440255624
841,150135,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.977314549,-77.110120556,28.9905316495
842,150111,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.050615506,-77.00927966,186.054815694
843,150118,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.994706971,-76.951037877,427.578753352
844,150205,2,Costa Centro,3,De 50 000 a 99 999 habitantes,-10.802528674,-77.746127182,23.1534786568
845,150204,2,Costa Centro,3,De 50 000 a 99 999 habitantes,-10.793842692,-77.724501445,38.0962386234
846,150201,2,Costa Centro,3,De 50 000 a 99 999 habitantes,-10.781166826,-77.751392978,26.3593520672
847,150812,2,Costa Centro,4,De 20 000 a 49 999 habitantes,-10.972198322,-77.647633081,20.3612250917
848,150601,2,Costa Centro,3,De 50 000 a 99 999 habitantes,-11.501458646,-77.221031035,157.13118328
849,150801,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-11.12586619,-77.604995489,46.0202711123
850,150512,2,Costa Centro,5,De 2 000 a 19 999 habitantes,-12.950725823,-76.380376962,157.904712602
851,150501,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-13.075754082,-76.382030354,46.1408076362
852,150501,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-13.262590958,-76.27592056,131.030652899
853,150505,2,Costa Centro,5,De 2 000 a 19 999 habitantes,-12.524596713,-76.727672244,9.28389180518
854,150507,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-13.046492575,-76.370336636,197.683039482
855,150801,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-11.106396627,-77.600870045,46.184269256
856,150705,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-11.650629399,-76.237267126,4195.53919945
857,150401,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-11.46605768,-76.622092838,2820.87308845
858,150702,2,Costa Centro,8,Área de Empadronamiento Rural simple,-12.096899164,-76.493404002,1706.0
859,150702,2,Costa Centro,8,Área de Empadronamiento Rural simple,-12.097499643,-76.485739532,1716.0
860,150723,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-11.851383333,-76.538091667,2720.0
861,150723,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-11.87146,-76.546768333,2110.0
862,150403,5,Sierra Centro,6,De 500 a 1 999 habitantes,-11.498214786,-76.748555958,3389.09776687
863,150706,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.10506,-76.46475,1804.0
864,150706,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.113826667,-76.457978333,1970.0
865,150718,5,Sierra Centro,6,De 500 a 1 999 habitantes,-12.017109944,-76.39035985,3233.93283404
866,160108,7,Selva,2,De 100 000 a 499 999 habitantes,-3.727227652,-73.247460208,94.4687862667
867,160112,7,Selva,2,De 100 000 a 499 999 habitantes,-3.762795627,-73.25248456,100.22384214
868,160112,7,Selva,2,De 100 000 a 499 999 habitantes,-3.772217984,-73.267887658,99.9124336316
869,160112,7,Selva,2,De 100 000 a 499 999 habitantes,-3.764149305,-73.248916351,86.2079351063
870,160101,7,Selva,2,De 100 000 a 499 999 habitantes,-3.754239091,-73.263764712,93.8188898936
871,160108,7,Selva,2,De 100 000 a 499 999 habitantes,-3.720374185,-73.240591453,86.5402344317
872,160101,7,Selva,2,De 100 000 a 499 999 habitantes,-3.762730307,-73.254481319,103.748991425
873,160501,7,Selva,4,De 20 000 a 49 999 habitantes,-5.069182639,-73.856194134,110.076668174
874,160301,7,Selva,4,De 20 000 a 49 999 habitantes,-4.414025052,-73.447493543,93.4922479254
875,160701,7,Selva,5,De 2 000 a 19 999 habitantes,-4.831118404,-76.552382909,133.056768421
876,160201,7,Selva,3,De 50 000 a 99 999 habitantes,-5.902668475,-76.120011479,146.592739597
877,160201,7,Selva,3,De 50 000 a 99 999 habitantes,-5.901093491,-76.104921232,145.194191469
878,160210,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.690553333,-75.885856667,146.0
879,160210,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.660386667,-75.941038333,128.0
880,160206,7,Selva,8,Área de Empadronamiento Rural simple,-5.034225,-75.566721667,117.0
881,160403,7,Selva,7,Área de Empadronamiento Rural compuesto,-4.15706,-70.750265,91.0
882,160301,7,Selva,7,Área de Empadronamiento Rural compuesto,-4.321228333,-74.294275,99.0
883,160502,7,Selva,6,De 500 a 1 999 habitantes,-6.025807086,-74.093107647,114.444541014
884,160504,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.850501667,-74.275966667,112.0
885,160504,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.837525,-74.319248333,108.0
886,170101,7,Selva,3,De 50 000 a 99 999 habitantes,-12.596580409,-69.198523428,201.298020381
887,170101,7,Selva,3,De 50 000 a 99 999 habitantes,-12.598543038,-69.188095526,204.638454366
888,170101,7,Selva,3,De 50 000 a 99 999 habitantes,-12.566039545,-69.192789577,213.872043104
889,170102,7,Selva,5,De 2 000 a 19 999 habitantes,-13.099023334,-70.371330223,348.703573228
890,170103,7,Selva,5,De 2 000 a 19 999 habitantes,-12.281259185,-69.151723352,249.993738965
891,170204,7,Selva,5,De 2 000 a 19 999 habitantes,-12.997025707,-70.531592767,424.269404828
892,170103,7,Selva,8,Área de Empadronamiento Rural simple,-12.207668679,-69.129154899,296.0
893,170203,7,Selva,7,Área de Empadronamiento Rural compuesto,-12.638018333,-70.451995,236.0
894,170203,7,Selva,7,Área de Empadronamiento Rural compuesto,-12.905481667,-70.36397,292.0
895,180104,3,Costa Sur,3,De 50 000 a 99 999 habitantes,-17.177459114,-70.898788704,1558.09664996
896,180101,3,Costa Sur,3,De 50 000 a 99 999 habitantes,-17.208995261,-70.959066961,1320.68918817
897,180101,3,Costa Sur,3,De 50 000 a 99 999 habitantes,-17.194152246,-70.938468531,1413.77790242
898,180101,3,Costa Sur,3,De 50 000 a 99 999 habitantes,-17.19796048,-70.938113987,1455.29612504
899,180101,3,Costa Sur,3,De 50 000 a 99 999 habitantes,-17.207684221,-70.916054181,1550.17547185
900,180301,3,Costa Sur,3,De 50 000 a 99 999 habitantes,-17.655446142,-71.305194386,209.124489672
901,180301,3,Costa Sur,3,De 50 000 a 99 999 habitantes,-17.634229796,-71.337384279,30.9864215087
902,180301,3,Costa Sur,3,De 50 000 a 99 999 habitantes,-17.639188744,-71.334750138,69.1059098651
903,180301,3,Costa Sur,3,De 50 000 a 99 999 habitantes,-17.629662394,-71.334010258,71.9089496967
904,180301,3,Costa Sur,3,De 50 000 a 99 999 habitantes,-17.631897871,-71.341687881,15.282248701
905,180301,3,Costa Sur,3,De 50 000 a 99 999 habitantes,-17.655918357,-71.328730321,176.03783765
906,180101,3,Costa Sur,7,Área de Empadronamiento Rural compuesto,-17.286368333,-70.987523333,1074.0
907,180101,3,Costa Sur,7,Área de Empadronamiento Rural compuesto,-17.266647172,-71.192628102,1428.0
908,180101,3,Costa Sur,7,Área de Empadronamiento Rural compuesto,-17.181123077,-70.927184221,1494.0
909,180101,3,Costa Sur,7,Área de Empadronamiento Rural compuesto,-17.163443819,-70.927820815,1503.0
910,180105,6,Sierra Sur,6,De 500 a 1 999 habitantes,-16.674862015,-70.711139399,3186.07136078
911,190113,5,Sierra Centro,3,De 50 000 a 99 999 habitantes,-10.668283309,-76.255512771,4335.12005738
912,190101,5,Sierra Centro,3,De 50 000 a 99 999 habitantes,-10.680594493,-76.2496999,4387.52824049
913,190107,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-10.776768457,-75.816885393,2958.92238953
914,190104,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-11.002502136,-76.360278575,4339.01619475
915,190102,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-10.637048239,-75.948845713,3383.98186468
916,190103,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-10.475272274,-76.152545735,3332.70039071
917,190307,7,Selva,5,De 2 000 a 19 999 habitantes,-10.742279512,-75.277539427,1511.15914398
918,190106,5,Sierra Centro,6,De 500 a 1 999 habitantes,-10.416388278,-76.23604757,3127.56898048
919,190306,7,Selva,7,Área de Empadronamiento Rural compuesto,-10.102858334,-74.966566666,254.0
920,190306,7,Selva,7,Área de Empadronamiento Rural compuesto,-10.047285,-74.973675,248.0
921,190306,7,Selva,8,Área de Empadronamiento Rural simple,-10.119576667,-74.867075,244.0
922,200115,1,Costa Norte,2,De 100 000 a 499 999 habitantes,-5.182517113,-80.677347446,34.9041520647
923,200115,1,Costa Norte,2,De 100 000 a 499 999 habitantes,-5.195853029,-80.668875887,29.0951419342
924,200115,1,Costa Norte,2,De 100 000 a 499 999 habitantes,-5.191912966,-80.64635091,34.9752445654
925,200104,1,Costa Norte,2,De 100 000 a 499 999 habitantes,-5.191184946,-80.604353384,31.8021220195
926,200104,1,Costa Norte,2,De 100 000 a 499 999 habitantes,-5.210354106,-80.619620949,35.9582529651
927,200104,1,Costa Norte,2,De 100 000 a 499 999 habitantes,-5.18905099,-80.589266134,51.8130415143
928,200701,1,Costa Norte,3,De 50 000 a 99 999 habitantes,-4.577575669,-81.273543553,9.36926279445
929,200114,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-4.932596377,-80.338369746,66.049622038
930,200702,1,Costa Norte,5,De 2 000 a 19 999 habitantes,-4.26574458,-81.217069215,280.042245321
931,200705,1,Costa Norte,5,De 2 000 a 19 999 habitantes,-4.17724898,-81.121679081,8.80122379921
932,200501,1,Costa Norte,3,De 50 000 a 99 999 habitantes,-5.08743703,-81.114464175,14.761228911
933,200701,1,Costa Norte,3,De 50 000 a 99 999 habitantes,-4.581663452,-81.191939599,104.906708327
934,200601,1,Costa Norte,2,De 100 000 a 499 999 habitantes,-4.907204805,-80.722162751,68.5317629915
935,200105,1,Costa Norte,3,De 50 000 a 99 999 habitantes,-5.282369523,-80.713888075,22.1656866742
936,200105,1,Costa Norte,3,De 50 000 a 99 999 habitantes,-5.258393913,-80.661956923,26.281336156
937,200601,1,Costa Norte,2,De 100 000 a 499 999 habitantes,-4.920408695,-80.662216295,90.3060747124
938,200109,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-5.308500648,-80.716625898,21.3722763891
939,200301,4,Sierra Norte,5,De 2 000 a 19 999 habitantes,-5.236445723,-79.447029791,1970.52172404
940,200210,1,Costa Norte,7,Área de Empadronamiento Rural compuesto,-4.526841667,-79.958975,502.0
941,200210,1,Costa Norte,7,Área de Empadronamiento Rural compuesto,-4.548225,-79.95259,553.0
942,200408,1,Costa Norte,7,Área de Empadronamiento Rural compuesto,-5.136198333,-79.88058,1511.0
943,200408,1,Costa Norte,7,Área de Empadronamiento Rural compuesto,-5.145835,-79.908028333,381.0
944,200410,1,Costa Norte,7,Área de Empadronamiento Rural compuesto,-5.163815,-79.731473333,1649.0
945,200410,1,Costa Norte,7,Área de Empadronamiento Rural compuesto,-5.183451667,-79.736938333,1287.0
946,210101,6,Sierra Sur,2,De 100 000 a 499 999 habitantes,-15.837003899,-70.030641705,3864.39732333
947,210101,6,Sierra Sur,2,De 100 000 a 499 999 habitantes,-15.869614112,-70.009596973,3914.69692258
948,211105,6,Sierra Sur,2,De 100 000 a 499 999 habitantes,-15.457602847,-70.11024399,3829.9713444
949,211101,6,Sierra Sur,2,De 100 000 a 499 999 habitantes,-15.514286676,-70.112008903,3827.40914106
950,211101,6,Sierra Sur,2,De 100 000 a 499 999 habitantes,-15.485055837,-70.122682822,3833.27388333
951,211105,6,Sierra Sur,2,De 100 000 a 499 999 habitantes,-15.464352591,-70.101823403,3831.29467728
952,210607,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-15.263771667,-69.92151,3836.0
953,210607,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-15.263635357,-69.922839604,3837.0
954,210103,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-15.670375,-69.709938333,3966.0
955,210103,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-15.669213333,-69.703881667,3868.0
956,210115,6,Sierra Sur,6,De 500 a 1 999 habitantes,-15.764561197,-70.259200967,3875.49759446
957,210307,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.822335,-70.240266667,3844.0
958,210601,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-15.165418333,-69.816345,3859.0
959,210601,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-15.160085,-69.808173333,3838.0
960,210105,6,Sierra Sur,8,Área de Empadronamiento Rural simple,-15.550845,-69.878101667,3846.0
961,210105,6,Sierra Sur,8,Área de Empadronamiento Rural simple,-15.565083333,-69.870916667,3854.0
962,210608,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-15.185275,-69.659823333,3886.0
963,210608,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-15.192413333,-69.596453333,3900.0
964,210807,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-14.584319,-70.459906333,3966.0
965,210807,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-14.595199308,-70.423320418,4026.0
966,220101,7,Selva,3,De 50 000 a 99 999 habitantes,-5.875052783,-77.120442584,845.670866916
967,220101,7,Selva,3,De 50 000 a 99 999 habitantes,-6.02791154,-76.983016848,871.753420099
968,220804,7,Selva,4,De 20 000 a 49 999 habitantes,-5.948997801,-77.311365328,867.056086333
969,220105,7,Selva,5,De 2 000 a 19 999 habitantes,-6.140830019,-77.097860568,890.697453327
970,220804,7,Selva,4,De 20 000 a 49 999 habitantes,-5.910898275,-77.322014667,858.965367606
971,220103,7,Selva,6,De 500 a 1 999 habitantes,-6.08262928,-77.090618873,843.33720638
972,220804,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.820586402,-77.385435737,890.0
973,220803,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.974753333,-77.290401667,844.0
974,220803,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.970888333,-77.251255,832.0
975,220901,7,Selva,2,De 100 000 a 499 999 habitantes,-6.497415872,-76.378450075,254.647158159
976,220901,7,Selva,2,De 100 000 a 499 999 habitantes,-6.480307642,-76.365465472,378.556766089
977,220909,7,Selva,2,De 100 000 a 499 999 habitantes,-6.489770356,-76.338951896,410.908775784
978,220909,7,Selva,2,De 100 000 a 499 999 habitantes,-6.486129764,-76.339798485,401.683176932
979,220201,7,Selva,5,De 2 000 a 19 999 habitantes,-7.044384126,-76.582971923,319.455599001
980,220907,7,Selva,5,De 2 000 a 19 999 habitantes,-6.415359644,-75.764576768,166.040944839
981,220203,7,Selva,7,Área de Empadronamiento Rural compuesto,-7.203706667,-76.296433333,321.0
982,220203,7,Selva,7,Área de Empadronamiento Rural compuesto,-7.187939976,-76.274599986,473.0
983,220202,7,Selva,8,Área de Empadronamiento Rural simple,-7.236658333,-76.492685,263.0
984,230102,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-17.989841034,-70.253911986,693.045152104
985,230101,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-18.000437423,-70.249311804,591.991323835
986,230110,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-18.054252399,-70.258630126,483.203688096
987,230110,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-18.071235929,-70.25710009,443.030548825
988,230101,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-18.016658496,-70.227465594,617.128776792
989,230110,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-18.051303492,-70.261085772,486.214231705
990,230110,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-18.087390318,-70.287756883,367.656018878
991,230104,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-17.974395508,-70.233405495,736.280024475
992,230101,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-18.002309513,-70.255823211,578.108323812
993,230102,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-17.987557874,-70.24541708,630.290454761
994,230104,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-17.985918508,-70.233250313,677.392625067
995,230110,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-18.08595678,-70.284738461,375.366143071
996,230110,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-18.08175805,-70.255531904,414.561356527
997,230302,3,Costa Sur,5,De 2 000 a 19 999 habitantes,-17.273649741,-70.637110865,3007.40582361
998,230103,3,Costa Sur,7,Área de Empadronamiento Rural compuesto,-17.958485199,-70.173828603,861.12
999,230109,3,Costa Sur,7,Área de Empadronamiento Rural compuesto,-17.839569985,-70.53263998,433.0
1000,230105,3,Costa Sur,6,De 500 a 1 999 habitantes,-17.844621595,-70.513038458,456.032494331
1001,240101,1,Costa Norte,3,De 50 000 a 99 999 habitantes,-3.50466112,-80.389446289,4.64885512158
1002,240101,1,Costa Norte,3,De 50 000 a 99 999 habitantes,-3.56900827,-80.42525345,35.1562602808
1003,240101,1,Costa Norte,3,De 50 000 a 99 999 habitantes,-3.560822532,-80.457597719,8.36673940897
1004,240101,1,Costa Norte,3,De 50 000 a 99 999 habitantes,-3.554713658,-80.454175814,3.23286851924
1005,240301,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-3.509996254,-80.280131263,15.4878078733
1006,240301,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-3.488037834,-80.27061097,8.53367869413
1007,240301,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-3.507211667,-80.275807638,15.4385126718
1008,240102,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-3.604324075,-80.482955954,19.6498320598
1009,240301,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-3.496515304,-80.268049918,9.05090600217
1010,240105,1,Costa Norte,8,Área de Empadronamiento Rural simple,-3.688318333,-80.4565,42.0
1011,240104,1,Costa Norte,8,Área de Empadronamiento Rural simple,-3.678016667,-80.38582,46.0
1012,240104,1,Costa Norte,8,Área de Empadronamiento Rural simple,-3.704113333,-80.34534,70.0
1013,250101,7,Selva,2,De 100 000 a 499 999 habitantes,-8.394959915,-74.580949689,154.0
1014,250101,7,Selva,2,De 100 000 a 499 999 habitantes,-8.375389101,-74.535791638,156.97933612
1015,250105,7,Selva,2,De 100 000 a 499 999 habitantes,-8.385736443,-74.561325443,151.599526443
1016,250101,7,Selva,2,De 100 000 a 499 999 habitantes,-8.413399058,-74.566457731,155.329596425
1017,250101,7,Selva,2,De 100 000 a 499 999 habitantes,-8.407477167,-74.572063056,154.012835009
1018,250101,7,Selva,2,De 100 000 a 499 999 habitantes,-8.408226944,-74.576653563,152.504015892
1019,250101,7,Selva,2,De 100 000 a 499 999 habitantes,-8.367831126,-74.542249149,146.499401246
1020,250107,7,Selva,2,De 100 000 a 499 999 habitantes,-8.400287332,-74.544765924,148.361203955
1021,250301,7,Selva,4,De 20 000 a 49 999 habitantes,-9.058185262,-75.638613846,380.052662495
1022,250201,7,Selva,5,De 2 000 a 19 999 habitantes,-10.723030913,-73.762755858,228.537425695
1023,250301,7,Selva,4,De 20 000 a 49 999 habitantes,-9.038877326,-75.49247211,280.914151519
1024,250301,7,Selva,8,Área de Empadronamiento Rural simple,-9.044868,-75.747893,643.0
1025,250301,7,Selva,8,Área de Empadronamiento Rural simple,-9.080510999,-75.706406,484.0
1026,250102,7,Selva,7,Área de Empadronamiento Rural compuesto,-8.621796667,-74.803515,208.0
1027,250304,7,Selva,7,Área de Empadronamiento Rural compuesto,-8.502796667,-75.0398,172.0
1028,250304,7,Selva,7,Área de Empadronamiento Rural compuesto,-8.569161667,-75.022291667,197.0
1029,250304,7,Selva,7,Área de Empadronamiento Rural compuesto,-8.59589,-75.068081667,194.0
1030,250103,7,Selva,6,De 500 a 1 999 habitantes,-9.305104766,-74.442819945,169.345095888
1031,230109,3,Costa Sur,5,De 2 000 a 19 999 habitantes,-18.157936339,-70.674479922,27.0444854394
1032,80407,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.454702,-71.876843,3450.0
1033,80407,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.486002,-71.882332,3875.0
1034,211105,6,Sierra Sur,2,De 100 000 a 499 999 habitantes,-15.476455539,-70.129920964,3830.79851807
1035,150143,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.167135232,-76.943462119,182.229122153
1036,190102,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-10.71431,-75.647145,2308.0
1037,190102,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-10.719018333,-75.643641667,1924.0
1038,90101,5,Sierra Centro,4,De 20 000 a 49 999 habitantes,-12.784053511,-74.974228254,3689.79267861
1039,230104,3,Costa Sur,2,De 100 000 a 499 999 habitantes,-17.982284917,-70.235323184,687.28389822
1040,150801,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-11.189519942,-77.570353802,63.3100149824
1041,10106,4,Sierra Norte,8,Área de Empadronamiento Rural simple,-6.928518334,-77.899313333,2753.0
1042,10521,4,Sierra Norte,8,Área de Empadronamiento Rural simple,-6.552155,-77.88012,2722.0
1043,10101,4,Sierra Norte,4,De 20 000 a 49 999 habitantes,-6.232900264,-77.870496094,2333.39563527
1044,10101,4,Sierra Norte,4,De 20 000 a 49 999 habitantes,-6.231856312,-77.853072459,2344.87165033
1045,10110,4,Sierra Norte,5,De 2 000 a 19 999 habitantes,-6.706045865,-77.805328349,2215.03882378
1046,10701,7,Selva,4,De 20 000 a 49 999 habitantes,-5.858732061,-78.366088359,1342.05711116
1047,10702,7,Selva,5,De 2 000 a 19 999 habitantes,-5.75522739,-78.254681211,892.449868857
1048,10523,4,Sierra Norte,6,De 500 a 1 999 habitantes,-6.152511009,-78.010434284,2868.44535094
1049,10701,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.913183333,-78.34943,1750.0
1050,10522,7,Selva,6,De 500 a 1 999 habitantes,-6.373985641,-77.911318178,1957.88696228
1051,10701,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.737488771,-78.466281628,455.0
1052,10706,7,Selva,7,Área de Empadronamiento Rural compuesto,-6.089475,-78.413298333,1276.0
1053,10706,7,Selva,7,Área de Empadronamiento Rural compuesto,-6.120848333,-78.439501667,1280.0
1054,10202,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.26325,-78.44153,333.0
1055,10202,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.33631,-78.45452,356.0
1056,10707,7,Selva,7,Área de Empadronamiento Rural compuesto,-6.010713333,-78.539321667,1804.0
1057,10707,7,Selva,7,Área de Empadronamiento Rural compuesto,-6.003901667,-78.542588333,1606.0
1058,10403,7,Selva,8,Área de Empadronamiento Rural simple,-4.046725,-77.861626667,195.0
1059,10403,7,Selva,8,Área de Empadronamiento Rural simple,-4.097085,-77.73751,186.0
1060,10205,7,Selva,7,Área de Empadronamiento Rural compuesto,-4.918652711,-78.150315087,498.8
1061,10205,7,Selva,7,Área de Empadronamiento Rural compuesto,-4.939358333,-78.197268333,297.0
1062,21809,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-9.114641755,-78.503372907,70.2559171554
1063,21809,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-9.120600214,-78.521329198,38.1252230691
1064,21809,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-9.118449322,-78.551365158,5.60071944575
1065,21809,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-9.126649699,-78.491552177,98.1589810371
1066,21809,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-9.127467183,-78.518549767,32.7985876658
1067,21807,2,Costa Centro,5,De 2 000 a 19 999 habitantes,-9.262829332,-78.489263473,6.95977356139
1068,20801,2,Costa Centro,4,De 20 000 a 49 999 habitantes,-9.464051624,-78.296536297,58.9649206457
1069,20804,2,Costa Centro,8,Área de Empadronamiento Rural simple,-9.477885,-77.928838333,1450.0
1070,20804,2,Costa Centro,8,Área de Empadronamiento Rural simple,-9.483335,-77.95872,1184.0
1071,20105,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-9.518734877,-77.531537532,3041.9229766
1072,20105,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-9.512455276,-77.533715937,3005.94884294
