vivienda_key,tipo_vivienda_cod,tipo_vivienda,material_pared_cod,material_pared,material_piso_cod,material_piso,material_techo_cod,material_techo,tenencia_vivienda_cod,tenencia_vivienda
351,1.0,Casa independiente,5.0,Quincha,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
352,1.0,Casa independiente,5.0,Quincha,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
353,1.0,Casa independiente,3.0,Adobe,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
354,1.0,Casa independiente,7.0,Madera,5.0,Cemento,2.0,Madera,1,Alquilada
355,2.0,Departamento en edificio,4.0,Tapia,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
356,1.0,Casa independiente,3.0,Adobe,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
357,-1.0,No especificado,-1.0,No especificado,-1.0,No especificado,-1.0,No especificado,4,Propia comprándola a plazos
358,3.0,Vivienda en quinta,7.0,Madera,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
359,1.0,Casa independiente,7.0,Madera,5.0,Cemento,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
360,5.0,Choza o cabaña,7.0,Madera,6.0,Tierra,7.0,Paja u hojas de palmera,6,Cedida por otro hogar o institución
361,1.0,Casa independiente,7.0,Madera,4.0,Madera,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
362,1.0,Casa independiente,7.0,Madera,6.0,Tierra,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
363,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
364,1.0,Casa independiente,4.0,Tapia,5.0,Cemento,2.0,Madera,1,Alquilada
365,1.0,Casa independiente,4.0,Tapia,5.0,Cemento,2.0,Madera,2,Propia totalmente pagada
366,1.0,Casa independiente,8.0,"Triplay, calamina o estera",6.0,Tierra,6.0,"Triplay, estera o carrizo",6,Cedida por otro hogar o institución
367,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,6.0,"Triplay, estera o carrizo",2,Propia totalmente pagada
368,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
369,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,3.0,Tejas,2,Propia totalmente pagada
370,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
371,1.0,Casa independiente,8.0,"Triplay, calamina o estera",4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
372,1.0,Casa independiente,6.0,Piedra con barro,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
373,4.0,Vivienda en casa de vecindad,4.0,Tapia,5.0,Cemento,3.0,Tejas,6,Cedida por otro hogar o institución
374,4.0,Vivienda en casa de vecindad,4.0,Tapia,4.0,Madera,3.0,Tejas,6,Cedida por otro hogar o institución
375,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,7.0,Otro material,1.0,Concreto armado,7,Otra forma
376,2.0,Departamento en edificio,2.0,Piedra o sillar con cal o cemento,3.0,"Losetas, terrazos o similares",1.0,Concreto armado,2,Propia totalmente pagada
377,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,1.0,Concreto armado,7,Otra forma
378,1.0,Casa independiente,8.0,"Triplay, calamina o estera",5.0,Cemento,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
379,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,1.0,Parquet o madera pulida,3.0,Tejas,5,Cedida por centro de trabajo
380,3.0,Vivienda en quinta,3.0,Adobe,4.0,Madera,3.0,Tejas,2,Propia totalmente pagada
381,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,4.0,Madera,3.0,Tejas,2,Propia totalmente pagada
382,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",7,Otra forma
383,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,2.0,"Láminas asfálticas, vinílicos o similares",1.0,Concreto armado,1,Alquilada
384,4.0,Vivienda en casa de vecindad,3.0,Adobe,3.0,"Losetas, terrazos o similares",2.0,Madera,6,Cedida por otro hogar o institución
385,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,2.0,Madera,1,Alquilada
386,1.0,Casa independiente,3.0,Adobe,4.0,Madera,2.0,Madera,2,Propia totalmente pagada
387,3.0,Vivienda en quinta,3.0,Adobe,3.0,"Losetas, terrazos o similares",1.0,Concreto armado,2,Propia totalmente pagada
388,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,1.0,Concreto armado,4,Propia comprándola a plazos
389,1.0,Casa independiente,3.0,Adobe,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
390,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,7.0,Otro material,1.0,Concreto armado,6,Cedida por otro hogar o institución
391,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,2.0,"Láminas asfálticas, vinílicos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
392,1.0,Casa independiente,3.0,Adobe,6.0,Tierra,8.0,Otro material,2,Propia totalmente pagada
393,1.0,Casa independiente,3.0,Adobe,3.0,"Losetas, terrazos o similares",2.0,Madera,2,Propia totalmente pagada
394,1.0,Casa independiente,7.0,Madera,5.0,Cemento,8.0,Otro material,6,Cedida por otro hogar o institución
395,1.0,Casa independiente,3.0,Adobe,3.0,"Losetas, terrazos o similares",5.0,Caña o estera con torta de barro o cemento,3,Propia por invasión
396,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,4.0,Madera,1.0,Concreto armado,6,Cedida por otro hogar o institución
397,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",3.0,Tejas,2,Propia totalmente pagada
398,1.0,Casa independiente,3.0,Adobe,6.0,Tierra,6.0,"Triplay, estera o carrizo",6,Cedida por otro hogar o institución
399,4.0,Vivienda en casa de vecindad,3.0,Adobe,6.0,Tierra,3.0,Tejas,6,Cedida por otro hogar o institución
400,4.0,Vivienda en casa de vecindad,8.0,"Triplay, calamina o estera",6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
401,4.0,Vivienda en casa de vecindad,4.0,Tapia,5.0,Cemento,3.0,Tejas,2,Propia totalmente pagada
402,1.0,Casa independiente,4.0,Tapia,5.0,Cemento,2.0,Madera,6,Cedida por otro hogar o institución
403,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
404,4.0,Vivienda en casa de vecindad,8.0,"Triplay, calamina o estera",5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
405,1.0,Casa independiente,4.0,Tapia,4.0,Madera,3.0,Tejas,6,Cedida por otro hogar o institución
406,5.0,Choza o cabaña,9.0,Otro material,6.0,Tierra,7.0,Paja u hojas de palmera,6,Cedida por otro hogar o institución
407,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,1.0,Concreto armado,1,Alquilada
408,1.0,Casa independiente,3.0,Adobe,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
409,1.0,Casa independiente,3.0,Adobe,6.0,Tierra,5.0,Caña o estera con torta de barro o cemento,3,Propia por invasión
410,1.0,Casa independiente,3.0,Adobe,3.0,"Losetas, terrazos o similares",5.0,Caña o estera con torta de barro o cemento,6,Cedida por otro hogar o institución
411,1.0,Casa independiente,3.0,Adobe,5.0,Cemento,8.0,Otro material,2,Propia totalmente pagada
412,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",5.0,Caña o estera con torta de barro o cemento,6,Cedida por otro hogar o institución
413,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,1.0,Parquet o madera pulida,1.0,Concreto armado,1,Alquilada
414,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
415,1.0,Casa independiente,3.0,Adobe,3.0,"Losetas, terrazos o similares",5.0,Caña o estera con torta de barro o cemento,1,Alquilada
416,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,5.0,Caña o estera con torta de barro o cemento,3,Propia por invasión
417,1.0,Casa independiente,9.0,Otro material,6.0,Tierra,6.0,"Triplay, estera o carrizo",3,Propia por invasión
418,1.0,Casa independiente,8.0,"Triplay, calamina o estera",4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
419,1.0,Casa independiente,7.0,Madera,6.0,Tierra,6.0,"Triplay, estera o carrizo",2,Propia totalmente pagada
420,1.0,Casa independiente,7.0,Madera,5.0,Cemento,2.0,Madera,6,Cedida por otro hogar o institución
421,4.0,Vivienda en casa de vecindad,9.0,Otro material,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
422,1.0,Casa independiente,7.0,Madera,6.0,Tierra,7.0,Paja u hojas de palmera,1,Alquilada
423,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,8.0,Otro material,3,Propia por invasión
424,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
425,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,4.0,Madera,2.0,Madera,6,Cedida por otro hogar o institución
426,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,2.0,Madera,1,Alquilada
427,5.0,Choza o cabaña,9.0,Otro material,4.0,Madera,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
428,5.0,Choza o cabaña,9.0,Otro material,7.0,Otro material,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
429,1.0,Casa independiente,7.0,Madera,4.0,Madera,2.0,Madera,2,Propia totalmente pagada
430,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,7.0,Otro material,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
431,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
432,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
433,1.0,Casa independiente,4.0,Tapia,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
434,1.0,Casa independiente,4.0,Tapia,7.0,Otro material,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
435,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
436,1.0,Casa independiente,5.0,Quincha,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
437,1.0,Casa independiente,7.0,Madera,4.0,Madera,5.0,Caña o estera con torta de barro o cemento,3,Propia por invasión
438,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
439,4.0,Vivienda en casa de vecindad,7.0,Madera,5.0,Cemento,2.0,Madera,1,Alquilada
440,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
441,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
442,1.0,Casa independiente,3.0,Adobe,4.0,Madera,2.0,Madera,1,Alquilada
443,4.0,Vivienda en casa de vecindad,3.0,Adobe,6.0,Tierra,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
444,1.0,Casa independiente,3.0,Adobe,5.0,Cemento,6.0,"Triplay, estera o carrizo",2,Propia totalmente pagada
445,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,1.0,Concreto armado,1,Alquilada
446,4.0,Vivienda en casa de vecindad,3.0,Adobe,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
447,1.0,Casa independiente,6.0,Piedra con barro,6.0,Tierra,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
448,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,3.0,"Losetas, terrazos o similares",1.0,Concreto armado,6,Cedida por otro hogar o institución
449,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,1.0,Concreto armado,5,Cedida por centro de trabajo
450,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
451,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,5.0,Cemento,1.0,Concreto armado,6,Cedida por otro hogar o institución
452,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",1.0,Concreto armado,1,Alquilada
453,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,3.0,Tejas,2,Propia totalmente pagada
454,4.0,Vivienda en casa de vecindad,5.0,Quincha,5.0,Cemento,2.0,Madera,6,Cedida por otro hogar o institución
455,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,8.0,Otro material,6,Cedida por otro hogar o institución
456,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",2.0,Madera,6,Cedida por otro hogar o institución
457,4.0,Vivienda en casa de vecindad,3.0,Adobe,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
458,4.0,Vivienda en casa de vecindad,4.0,Tapia,6.0,Tierra,2.0,Madera,6,Cedida por otro hogar o institución
459,4.0,Vivienda en casa de vecindad,4.0,Tapia,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
460,1.0,Casa independiente,4.0,Tapia,6.0,Tierra,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
461,1.0,Casa independiente,9.0,Otro material,5.0,Cemento,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
462,1.0,Casa independiente,7.0,Madera,6.0,Tierra,5.0,Caña o estera con torta de barro o cemento,3,Propia por invasión
463,4.0,Vivienda en casa de vecindad,8.0,"Triplay, calamina o estera",5.0,Cemento,6.0,"Triplay, estera o carrizo",2,Propia totalmente pagada
464,5.0,Choza o cabaña,6.0,Piedra con barro,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
465,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,2.0,Madera,6,Cedida por otro hogar o institución
466,4.0,Vivienda en casa de vecindad,4.0,Tapia,4.0,Madera,3.0,Tejas,2,Propia totalmente pagada
467,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,5.0,Cemento,3.0,Tejas,2,Propia totalmente pagada
468,1.0,Casa independiente,4.0,Tapia,5.0,Cemento,7.0,Paja u hojas de palmera,1,Alquilada
469,4.0,Vivienda en casa de vecindad,4.0,Tapia,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
470,1.0,Casa independiente,3.0,Adobe,5.0,Cemento,2.0,Madera,1,Alquilada
471,1.0,Casa independiente,5.0,Quincha,6.0,Tierra,3.0,Tejas,6,Cedida por otro hogar o institución
472,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",2.0,Madera,6,Cedida por otro hogar o institución
473,3.0,Vivienda en quinta,3.0,Adobe,5.0,Cemento,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
474,5.0,Choza o cabaña,7.0,Madera,5.0,Cemento,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
475,1.0,Casa independiente,9.0,Otro material,4.0,Madera,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
476,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,4.0,Madera,1.0,Concreto armado,2,Propia totalmente pagada
477,1.0,Casa independiente,4.0,Tapia,4.0,Madera,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
478,1.0,Casa independiente,8.0,"Triplay, calamina o estera",6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",5,Cedida por centro de trabajo
479,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",5,Cedida por centro de trabajo
480,1.0,Casa independiente,4.0,Tapia,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",5,Cedida por centro de trabajo
481,1.0,Casa independiente,3.0,Adobe,5.0,Cemento,1.0,Concreto armado,3,Propia por invasión
482,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,6.0,Tierra,1.0,Concreto armado,6,Cedida por otro hogar o institución
483,1.0,Casa independiente,9.0,Otro material,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
484,1.0,Casa independiente,7.0,Madera,3.0,"Losetas, terrazos o similares",2.0,Madera,6,Cedida por otro hogar o institución
485,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,2.0,"Láminas asfálticas, vinílicos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
486,1.0,Casa independiente,8.0,"Triplay, calamina o estera",5.0,Cemento,6.0,"Triplay, estera o carrizo",6,Cedida por otro hogar o institución
487,1.0,Casa independiente,8.0,"Triplay, calamina o estera",5.0,Cemento,5.0,Caña o estera con torta de barro o cemento,3,Propia por invasión
488,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",5,Cedida por centro de trabajo
489,1.0,Casa independiente,9.0,Otro material,7.0,Otro material,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
490,1.0,Casa independiente,7.0,Madera,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",7,Otra forma
491,1.0,Casa independiente,7.0,Madera,2.0,"Láminas asfálticas, vinílicos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
492,1.0,Casa independiente,8.0,"Triplay, calamina o estera",5.0,Cemento,5.0,Caña o estera con torta de barro o cemento,6,Cedida por otro hogar o institución
493,4.0,Vivienda en casa de vecindad,4.0,Tapia,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
494,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,3.0,"Losetas, terrazos o similares",1.0,Concreto armado,2,Propia totalmente pagada
495,6.0,Vivienda improvisada,7.0,Madera,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
496,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",5,Cedida por centro de trabajo
497,1.0,Casa independiente,3.0,Adobe,7.0,Otro material,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
498,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,7.0,Otro material,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
499,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,1.0,Concreto armado,6,Cedida por otro hogar o institución
500,1.0,Casa independiente,3.0,Adobe,5.0,Cemento,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
501,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,1.0,Parquet o madera pulida,3.0,Tejas,1,Alquilada
502,1.0,Casa independiente,4.0,Tapia,6.0,Tierra,2.0,Madera,2,Propia totalmente pagada
503,1.0,Casa independiente,7.0,Madera,5.0,Cemento,6.0,"Triplay, estera o carrizo",6,Cedida por otro hogar o institución
504,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,5.0,Cemento,2.0,Madera,6,Cedida por otro hogar o institución
505,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,4.0,Madera,3.0,Tejas,1,Alquilada
506,1.0,Casa independiente,3.0,Adobe,6.0,Tierra,3.0,Tejas,3,Propia por invasión
507,2.0,Departamento en edificio,7.0,Madera,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
508,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",1.0,Concreto armado,5,Cedida por centro de trabajo
509,1.0,Casa independiente,7.0,Madera,6.0,Tierra,8.0,Otro material,3,Propia por invasión
510,1.0,Casa independiente,3.0,Adobe,6.0,Tierra,6.0,"Triplay, estera o carrizo",3,Propia por invasión
511,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,6.0,"Triplay, estera o carrizo",3,Propia por invasión
512,6.0,Vivienda improvisada,9.0,Otro material,6.0,Tierra,6.0,"Triplay, estera o carrizo",2,Propia totalmente pagada
513,1.0,Casa independiente,5.0,Quincha,5.0,Cemento,6.0,"Triplay, estera o carrizo",6,Cedida por otro hogar o institución
514,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,2.0,Madera,2,Propia totalmente pagada
515,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,1.0,Parquet o madera pulida,1.0,Concreto armado,2,Propia totalmente pagada
516,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,5.0,Cemento,2.0,Madera,1,Alquilada
517,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,5.0,Cemento,2.0,Madera,1,Alquilada
518,1.0,Casa independiente,4.0,Tapia,4.0,Madera,2.0,Madera,6,Cedida por otro hogar o institución
519,1.0,Casa independiente,7.0,Madera,6.0,Tierra,7.0,Paja u hojas de palmera,6,Cedida por otro hogar o institución
520,1.0,Casa independiente,5.0,Quincha,5.0,Cemento,2.0,Madera,1,Alquilada
521,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,5.0,Cemento,1.0,Concreto armado,3,Propia por invasión
522,3.0,Vivienda en quinta,3.0,Adobe,3.0,"Losetas, terrazos o similares",2.0,Madera,2,Propia totalmente pagada
523,1.0,Casa independiente,7.0,Madera,6.0,Tierra,6.0,"Triplay, estera o carrizo",1,Alquilada
524,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,6.0,"Triplay, estera o carrizo",1,Alquilada
525,4.0,Vivienda en casa de vecindad,8.0,"Triplay, calamina o estera",6.0,Tierra,6.0,"Triplay, estera o carrizo",1,Alquilada
526,1.0,Casa independiente,3.0,Adobe,3.0,"Losetas, terrazos o similares",1.0,Concreto armado,2,Propia totalmente pagada
527,1.0,Casa independiente,8.0,"Triplay, calamina o estera",4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
528,1.0,Casa independiente,7.0,Madera,6.0,Tierra,2.0,Madera,6,Cedida por otro hogar o institución
529,1.0,Casa independiente,3.0,Adobe,4.0,Madera,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
530,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,1.0,Parquet o madera pulida,1.0,Concreto armado,7,Otra forma
531,4.0,Vivienda en casa de vecindad,5.0,Quincha,4.0,Madera,2.0,Madera,2,Propia totalmente pagada
532,4.0,Vivienda en casa de vecindad,8.0,"Triplay, calamina o estera",4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
533,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,6.0,Tierra,2.0,Madera,6,Cedida por otro hogar o institución
534,1.0,Casa independiente,4.0,Tapia,6.0,Tierra,2.0,Madera,6,Cedida por otro hogar o institución
535,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",5,Cedida por centro de trabajo
536,1.0,Casa independiente,3.0,Adobe,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",5,Cedida por centro de trabajo
537,1.0,Casa independiente,6.0,Piedra con barro,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
538,1.0,Casa independiente,8.0,"Triplay, calamina o estera",4.0,Madera,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
539,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
540,1.0,Casa independiente,4.0,Tapia,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
541,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
542,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
543,1.0,Casa independiente,5.0,Quincha,7.0,Otro material,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
544,1.0,Casa independiente,5.0,Quincha,7.0,Otro material,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
545,1.0,Casa independiente,7.0,Madera,4.0,Madera,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
546,4.0,Vivienda en casa de vecindad,3.0,Adobe,6.0,Tierra,3.0,Tejas,2,Propia totalmente pagada
547,5.0,Choza o cabaña,8.0,"Triplay, calamina o estera",6.0,Tierra,8.0,Otro material,2,Propia totalmente pagada
548,5.0,Choza o cabaña,9.0,Otro material,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
549,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,5.0,Cemento,2.0,Madera,2,Propia totalmente pagada
550,1.0,Casa independiente,4.0,Tapia,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
551,1.0,Casa independiente,3.0,Adobe,6.0,Tierra,8.0,Otro material,6,Cedida por otro hogar o institución
552,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,6.0,Tierra,7.0,Paja u hojas de palmera,6,Cedida por otro hogar o institución
553,1.0,Casa independiente,3.0,Adobe,4.0,Madera,3.0,Tejas,3,Propia por invasión
554,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,5.0,Cemento,1.0,Concreto armado,4,Propia comprándola a plazos
555,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,2.0,"Láminas asfálticas, vinílicos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
556,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,1.0,Parquet o madera pulida,3.0,Tejas,2,Propia totalmente pagada
